,clean_title,Unnamed: 0,title,date,stock,year,day_of_week,month,news_VADER,news_compound,news_finbert_label,news_finbert_score
288,google job search draw antitrust complaint rival,569117.0,Google's Jobs Search Draws Antitrust Complaints From Rivals,2019-08-13,GOOGL,2019,13,8,Negative,-0.296,Negative,0.7746949791908264
289,russia tell google advertise illegal event following protest moscow,569118.0,Russia Tells Google Not to Advertise Illegal Events Following Protest in Moscow,2019-08-11,GOOGL,2019,11,8,Negative,-0.6808,Neutral,0.9993875026702881
290,lesson capital one data breach cloud vulnerable shouldnt forget,569119.0,"The Lesson From The Capital One Data Breach: The Cloud Is Vulnerable, And We Shouldn't Forget It",2019-08-09,GOOGL,2019,9,8,Negative,-0.0603,Negative,0.9985402822494507
291,huawei google dont need anymore,569120.0,Huawei To Google: We Don't Need You Anymore,2019-08-09,GOOGL,2019,9,8,Neutral,0.0,Neutral,0.9995569586753845
292,twist turn week wild ride swing uk italy china,569121.0,"Twists And Turns: This Week's Wild Ride Swings Through U.K., Italy, China",2019-08-09,GOOGL,2019,9,8,Neutral,0.0,Neutral,0.9997574687004089
293,share several consumer technology company trading higher sympathy overall market,569122.0,Shares are several consumer technology companies are trading higher in sympathy with the overall market.,2019-08-08,GOOGL,2019,8,8,Positive,0.5719,Positive,0.9999808073043823
294,chinese cloud service rivalry heat alibaba tencent face,569123.0,"Chinese Cloud Services Rivalry Heats Up As Alibaba, Tencent Face Off",2019-08-08,GOOGL,2019,8,8,Neutral,0.0,Neutral,0.9978711605072021
295,amd busy night new chip launch google twitter sign new customer,569124.0,"AMD's Busy Night: New Chip Launch, Google And Twitter Sign As New Customers",2019-08-08,GOOGL,2019,8,8,Neutral,0.0,Neutral,0.5445600748062134
296,cnbc tweet amd land google twitter customer newest server chip,569125.0,"CNBC Tweet: AMD lands Google, Twitter as customers with newest server chip.",2019-08-07,GOOGL,2019,7,8,Neutral,0.0,Neutral,0.9995090961456299
297,today pickup britain food industry warns brexit shortage,569126.0,Today's Pickup: Britain's Food Industry Warns Of Brexit Shortages,2019-08-07,GOOGL,2019,7,8,Negative,-0.34,Negative,0.9999810457229614
298,att disney fast money pick august 7,569127.0,"AT&T, Disney And More 'Fast Money' Picks For August 7",2019-08-07,GOOGL,2019,7,8,Neutral,0.0,Neutral,0.9998892545700073
299,disney q3 earnings conference call expect co conclude deal apple amazon google distribution partner,569128.0,"From Disney Q3 Earnings Conference Call: Expect Co. To Conclude Deals With Apple, Amazon, Google, Other Distribution Partners",2019-08-06,GOOGL,2019,6,8,Positive,0.1779,Neutral,0.9999390840530396
300,series trump tweet emphasizes watching google closely,569129.0,Series Of Trump Tweets Emphasizes 'We are watching Google very closely!',2019-08-06,GOOGL,2019,6,8,Neutral,0.0,Neutral,0.9998550415039062
301,hearing cowen say amd may announce google cpu customer tomorrow event,569130.0,Hearing Cowen Says AMD May Announce Google As A CPU Customer At tomorrow's Event,2019-08-06,GOOGL,2019,6,8,Neutral,0.0,Neutral,0.9999961853027344
302,share several largecap company trading lower overall market renewed uschina trade tension president trump announced additional 10 tariff 300 billion worth chinese good china manipulating currency announced buying agricultural product u,569131.0,Shares of several large-cap companies are trading lower with the overall market on renewed US-China trade tensions. President Trump announced an additional 10% tariff on $300 billion worth of Chinese goods. China is manipulating its currency and announced they are not buying any agricultural products from the U.S.,2019-08-05,GOOGL,2019,5,8,Neutral,0.0,Neutral,0.9911929965019226
303,analyst share view fang stock apple,569132.0,Analysts Share Their View On FANG Stocks And Apple,2019-08-02,GOOGL,2019,2,8,Positive,0.296,Neutral,0.9979670643806458
304,fang etf doesnt hold many stock scoop beyond meat share,569133.0,A FANG ETF That Doesn't Hold Many of Those Stocks Scoops Up Beyond Meat Shares,2019-08-02,GOOGL,2019,2,8,Positive,0.4215,Neutral,0.9997753500938416
305,google suspends transcription recording voice assistant europe cnbc,569134.0,'Google suspends transcriptions of recordings from its voice assistant in Europe' -CNBC,2019-08-01,GOOGL,2019,1,8,Neutral,0.0,Neutral,0.7923645973205566
306,report twitter snapchats cannabis ad canada could face legal punishment,569135.0,Report: Twitter And Snapchat's Cannabis Ads In Canada Could Face Legal Punishment,2019-08-01,GOOGL,2019,1,8,Negative,-0.4019,Negative,0.9999921321868896
307,amgen alphabet fast money halftime report pick july 31,569136.0,"Amgen, Alphabet And More 'Fast Money Halftime Report' Picks From July 31",2019-07-31,GOOGL,2019,31,7,Neutral,0.0,Neutral,0.9985180497169495
308,didnt want die one woman turned trading option fund lifeextending stem cell treatment,569137.0,'I Didn't Want To Die': Why One Woman Turned To Trading Options To Fund Life-Extending Stem Cell Treatments,2019-07-31,GOOGL,2019,31,7,Positive,0.4449,Neutral,0.9986683130264282
309,apple iphone loyalty compare samsung google,569138.0,How Does Apple's iPhone Loyalty Compare To Samsung And Google?,2019-07-31,GOOGL,2019,31,7,Positive,0.5423,Neutral,0.997356653213501
310,fastest crypto exchange world released retail market,569139.0,'Fastest Crypto Exchange In The World' Released To Retail Market,2019-07-31,GOOGL,2019,31,7,Neutral,0.0,Neutral,0.9965234398841858
311,welcome minority report see pixel 4 gesture control technology,569140.0,Welcome To Minority Report: See The Pixel 4's Gesture Control Technology,2019-07-30,GOOGL,2019,30,7,Positive,0.4588,Neutral,0.999599277973175
312,analyst google cloud could drop intel amd,569141.0,Analyst: Google Cloud Could Drop Intel For AMD,2019-07-30,GOOGL,2019,30,7,Negative,-0.2732,Neutral,0.5931848287582397
313,apple today menu starring role china talk fed meeting,569142.0,"Apple On Today's Menu, With Starring Roles From China Talks, Fed Meeting",2019-07-30,GOOGL,2019,30,7,Neutral,0.0,Neutral,0.9984201192855835
314,amd share spike 15 intel share fall 08 hearing lynx equity call suggesting google cloud could switch intel amd chip,569143.0,"AMD Shares Spike 1.5%, Intel Shares Fall 0.8% As Hearing Lynx Equity Out With A Call Suggesting Google Cloud Could Switch From Intel To AMD Chips",2019-07-30,GOOGL,2019,30,7,Positive,0.5267,Neutral,0.9923702478408813
315,4 bank dont charge month fee checking account,569144.0,4 Banks That Don't Charge Month Fees For Checking Accounts,2019-07-30,GOOGL,2019,30,7,Neutral,0.0,Neutral,0.9999898672103882
316,google cloud vmware highlight launch google cloud vmware solution cloudsimple,569145.0,"Google Cloud, VMware Highlight Launch Of Google Cloud VMware Solution By CloudSimple",2019-07-30,GOOGL,2019,30,7,Positive,0.5719,Neutral,0.9945213794708252
317,new cme micro emini nasdaq100 index future earnings season,569146.0,New CME Micro E-Mini Nasdaq-100 Index Futures And Earnings Season,2019-07-29,GOOGL,2019,29,7,Neutral,0.0,Neutral,0.9999984502792358
318,vmware share relatively unaffected following information report people power google cloud suggesting google cloud discussing partnership vmware,569147.0,"VMware Shares Relatively Unaffected Following The Information Report 'The People With Power at Google Cloud,' Suggesting Google Cloud Discussing Partnership With VMware",2019-07-29,GOOGL,2019,29,7,Positive,0.296,Neutral,0.7745707035064697
319,host earnings loom beyond meat apple among highlight ahead fed payroll,569148.0,"Host Of Earnings Loom With Beyond Meat, Apple Among Highlights Ahead Of Fed, Payrolls",2019-07-29,GOOGL,2019,29,7,Positive,0.128,Negative,0.8424443006515503
320,62 biggest mover friday,569149.0,62 Biggest Movers From Friday,2019-07-29,GOOGL,2019,29,7,Neutral,0.0,Neutral,0.9897612929344177
321,bull bear week cocacola intel mattel starbucks,569150.0,"Bulls And Bears Of The Week: Coca-Cola, Intel, Mattel, Starbucks And More",2019-07-28,GOOGL,2019,28,7,Neutral,0.0,Neutral,0.9999765157699585
322,elonmusk tweet ability stream youtube netflix car stopped coming tesla soon amazingly immersive cinematic feel due comfy seat surround sound audio,569151.0,"@elonmusk Tweet Ability to stream YouTube & Netflix when car is stopped coming to your Tesla soon! Has an amazingly immersive, cinematic feel due to the comfy seats & surround sound audio.",2019-07-28,GOOGL,2019,28,7,Positive,0.1027,Neutral,0.5012486577033997
323,report verizon hiring blockchain engineer,569152.0,Report: Verizon Hiring Blockchain Engineers,2019-07-27,GOOGL,2019,27,7,Neutral,0.0,Neutral,0.9992446899414062
324,dan nathans apple option trade,569153.0,Dan Nathan's Apple Options Trade,2019-07-27,GOOGL,2019,27,7,Neutral,0.0,Neutral,0.9995976090431213
325,analyst see upside potential alphabet twitter amazon,569154.0,"This Analyst Sees Upside Potential In Alphabet, Twitter and Amazon",2019-07-27,GOOGL,2019,27,7,Positive,0.1779,Positive,1.0
326,45 stock moving friday midday session,569155.0,45 Stocks Moving In Friday's Mid-Day Session,2019-07-26,GOOGL,2019,26,7,Neutral,0.0,Neutral,0.9999985694885254
327,continue like company fundamental investor analyst cheer alphabet q2 rebound,569156.0,"'We Continue To Like The Company's Fundamentals': Investors, Analysts Cheer Alphabet's Q2 Rebound",2019-07-26,GOOGL,2019,26,7,Positive,0.7003,Positive,0.9949730634689331
328,fast money trader share thought alphabet earnings,569157.0,'Fast Money' Traders Share Their Thoughts On Alphabet After Earnings,2019-07-26,GOOGL,2019,26,7,Positive,0.296,Neutral,0.9996565580368042
329,trump tweet china issue apple google,569158.0,"Trump Tweets On China Issues For Apple, Google",2019-07-26,GOOGL,2019,26,7,Neutral,0.0,Neutral,0.9936814308166504
330,midmorning market update market open higher twitter report upbeat sale,569159.0,Mid-Morning Market Update: Markets Open Higher; Twitter Reports Upbeat Sales,2019-07-26,GOOGL,2019,26,7,Neutral,0.0,Positive,0.9999673366546631
331,benzinga pro top 10 mostsearched ticker morning friday july 26 2019,569160.0,"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Friday, July 26, 2019",2019-07-26,GOOGL,2019,26,7,Positive,0.2023,Neutral,0.9999961853027344
332,faang share mixed alphabet earnings beat expectation amazon fall short,569161.0,"FAANG Shares Mixed As Alphabet's Earnings Beat Expectations, Amazon's Fall Short",2019-07-26,GOOGL,2019,26,7,Positive,0.4404,Positive,0.9999996423721313
333,26 technology stock moving today premarket session,569162.0,26 Technology Stocks Moving In Today's Pre-Market Session,2019-07-26,GOOGL,2019,26,7,Neutral,0.0,Neutral,0.9999854564666748
334,may may national security concern regard google relationship china problem find tweet trump,569163.0,"'There may or may not be National Security concerns with regard to Google and their relationship with China. If there is a problem, we will find out about it...' -Tweet From Trump",2019-07-26,GOOGL,2019,26,7,Negative,-0.0772,Negative,0.9985983967781067
335,alphabet share trading higher company reported betterthanexpected q2 eps sale result,569164.0,Alphabet shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,2019-07-26,GOOGL,2019,26,7,Positive,0.296,Positive,1.0
336,32 stock moving friday premarket session,569165.0,32 Stocks Moving In Friday's Pre-Market Session,2019-07-26,GOOGL,2019,26,7,Neutral,0.0,Neutral,0.999996542930603
337,alphabet reported thurss earnings report addition 25b buyback plan,569166.0,Alphabet Reported With Thurs.'s Earnings Report Addition Of $25B To Buyback Plan,2019-07-26,GOOGL,2019,26,7,Neutral,0.0,Neutral,0.9997968077659607
338,peek market u stock future rise gdp data focus,569167.0,A Peek Into The Markets: US Stock Futures Rise; GDP Data In Focus,2019-07-26,GOOGL,2019,26,7,Neutral,0.0,Neutral,0.9997174143791199
339,36 technology stock moving thursday aftermarket session,569168.0,36 Technology Stocks Moving In Thursday's After-Market Session,2019-07-26,GOOGL,2019,26,7,Neutral,0.0,Neutral,0.9999946355819702
340,10 stock watch july 26 2019,569169.0,"10 Stocks To Watch For July 26, 2019",2019-07-26,GOOGL,2019,26,7,Neutral,0.0,Neutral,0.9998792409896851
341,alphabet cfo say annual run rate cloud q2 8b,569170.0,Alphabet CFO Says Annual Run Rate For Cloud In Q2 Was Over $8B,2019-07-25,GOOGL,2019,25,7,Neutral,0.0,Neutral,0.9999663829803467
342,alphabet cfo say cloud thirdlargest driver alphabet revenue growth,569171.0,Alphabet CFO Says Cloud Third-Largest Driver Of Alphabet Revenue Growth,2019-07-25,GOOGL,2019,25,7,Positive,0.3818,Positive,1.0
343,alphabet cfo ruth porat huaweis operating system say co focused protecting user using huawei device porat huaweis operating system say still open item,569172.0,"Alphabet CFO Ruth Porat, On Huawei's Operating System, Says Co. Focused On Protecting Users, Those Using Huawei Devices;  Porat, On Huawei's Operating System, Says It Is Still An Open Item",2019-07-25,GOOGL,2019,25,7,Positive,0.3818,Neutral,0.9999966621398926
344,5 stock moving thursday afterhours session,569173.0,5 Stocks Moving In Thursday's After-Hours Session,2019-07-25,GOOGL,2019,25,7,Neutral,0.0,Neutral,0.9999986886978149
345,alphabet surge q2 earnings revenue beat,569174.0,"Alphabet Surges After Q2 Earnings, Revenue Beats",2019-07-25,GOOGL,2019,25,7,Neutral,0.0,Positive,1.0
346,alphabet share trading higher company reported betterthanexpected q2 eps sale result,569175.0,Alphabet shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,2019-07-25,GOOGL,2019,25,7,Positive,0.296,Positive,1.0
347,alphabet q2 adj eps 1421 beat 113 estimate sale 38944b beat 3817b estimate,569176.0,"Alphabet Q2 Adj. EPS $14.21 Beats $11.3 Estimate, Sales $38.944B Beat $38.17B Estimate",2019-07-25,GOOGL,2019,25,7,Neutral,0.0,Positive,1.0
348,google earnings finally give investor reason cheer,569177.0,Will Google's Earnings Finally Give Investors Reason To Cheer?,2019-07-25,GOOGL,2019,25,7,Positive,0.5106,Positive,0.99933260679245
349,ecb chime hint rate cut could support ahead amazon alphabet,569178.0,"ECB Chimes In: Hints Of Rate Cut Could Support Ahead Of Amazon, Alphabet",2019-07-25,GOOGL,2019,25,7,Positive,0.3182,Positive,0.947500467300415
350,long ecommerce wallflower small midsize business become belle ball,569179.0,"Long E-Commerce Wallflowers, Small And Midsize Businesses Have Become The Belles Of The Ball",2019-07-25,GOOGL,2019,25,7,Neutral,0.0,Neutral,0.9966846108436584
351,thursday market minute eye earnings storm,569180.0,Thursday's Market Minute: The Eye Of The Earnings Storm,2019-07-25,GOOGL,2019,25,7,Neutral,0.0,Neutral,0.9999388456344604
352,investor passed 100000 return,569181.0,"How This Investor Passed On 100,000% Returns",2019-07-25,GOOGL,2019,25,7,Neutral,0.0,Neutral,0.9995649456977844
353,peek market u stock future mixed ahead earnings,569182.0,A Peek Into The Markets: US Stock Futures Mixed Ahead Of Earnings,2019-07-25,GOOGL,2019,25,7,Neutral,0.0,Neutral,0.8575525283813477
354,earnings scheduled july 25 2019,569183.0,"Earnings Scheduled For July 25, 2019",2019-07-25,GOOGL,2019,25,7,Neutral,0.0,Neutral,0.999996542930603
355,12 stock watch july 25 2019,569184.0,"12 Stocks To Watch For July 25, 2019",2019-07-25,GOOGL,2019,25,7,Neutral,0.0,Neutral,0.9999021291732788
356,weak boeing caterpillar q2 rate pressure bank weigh,569185.0,"Weak Boeing, Caterpillar Q2, Rate Pressure On Banks, All Weigh",2019-07-24,GOOGL,2019,24,7,Negative,-0.6249,Negative,0.9999619722366333
357,treasury secretary mnuchin say see area google working chinese govt raise concern,569186.0,Treasury Secretary Mnuchin Says Does Not See Any Area In Which Google Is Working With Chinese Gov't. Which Raises Concerns,2019-07-24,GOOGL,2019,24,7,Positive,0.2023,Negative,0.9999728202819824
358,doj antitrust chief statement say without discipline meaningful marketbased competition digital platform may act way responsive consumer demand cnbc tweet,569187.0,"'DOJ anti-trust chief in a statement says: ""Without the discipline of meaningful market-based competition, digital platforms may act in ways that are not responsive to consumer demands...' -CNBC Now Tweet",2019-07-23,GOOGL,2019,23,7,Positive,0.0098,Neutral,0.9906513690948486
359,update dept justice review different broader upcoming google probe,569188.0,"UPDATE: Dept. Of Justice Review 'Is Different, Broader Than Upcoming Google Probe'",2019-07-23,GOOGL,2019,23,7,Positive,0.5267,Neutral,0.9999805688858032
360,facebook amazon apple share sharply lower following dept justice probe headline google share indicated lower twitter share modestly,569189.0,"Facebook, Amazon, Apple Shares Sharply Lower Following Dept. Of Justice Probe Headline, Google Shares Indicated Lower, Twitter Shares Down Modestly",2019-07-23,GOOGL,2019,23,7,Positive,0.743,Negative,0.9984273910522461
361,trump expected drop white house meeting tech giant including google micron,569190.0,Trump Is Expected To Drop In On White House Meeting With Tech Giants Including Google And Micron,2019-07-22,GOOGL,2019,22,7,Negative,-0.2732,Neutral,0.9998499155044556
362,key earnings week amazon boeing alphabet facebook result expected,569191.0,"Key Earnings Week As Amazon, Boeing, Alphabet, Facebook Results All Expected",2019-07-22,GOOGL,2019,22,7,Positive,0.1779,Neutral,0.9999903440475464
363,td ameritrade move one step closer towards making trading car possible,569192.0,TD Ameritrade Moves One Step Closer Towards Making Trading Through Your Car Possible,2019-07-22,GOOGL,2019,22,7,Neutral,0.0,Neutral,0.9472560882568359
364,google pay 13m end 2010 privacy lawsuit,569193.0,Google to Pay $13M to End 2010 Privacy Lawsuit,2019-07-21,GOOGL,2019,21,7,Negative,-0.3182,Neutral,0.9992764592170715
365,faceapp reminder data vulnerable realize,569194.0,FaceApp Is A Reminder That Our Data Is More Vulnerable Than We Realize,2019-07-19,GOOGL,2019,19,7,Negative,-0.2263,Negative,0.9999964237213135
366,raymond james maintains strong buy microsoft raise target 163 firm belief co established strong competitive advantage one topthree hyperscale cloud vendor distinct advantage aws goog cite 3 reason,569195.0,"Raymond James Maintains Strong Buy on Microsoft, Raises Target to $163 As Firm Believes Co 'established a strong competitive advantage as one of the top-three hyperscale cloud vendors, but with distinct advantages over AWS and GOOG' Cites 3 Reasons:",2019-07-19,GOOGL,2019,19,7,Positive,0.8834,Positive,1.0
367,israeli security company reportedly tool spy apple google facebook cloud data cnbc,569196.0,"'Israeli security company reportedly has tool that spies on Apple, Google and Facebook cloud data' -CNBC",2019-07-19,GOOGL,2019,19,7,Positive,0.34,Neutral,0.999972939491272
368,huawei continue using android o phone,569197.0,Huawei Will Continue Using Android OS For Its Phones,2019-07-18,GOOGL,2019,18,7,Neutral,0.0,Neutral,0.9999567270278931
369,russia fine google refusing filter traffic,569198.0,Russia Fines Google For Refusing To Filter Traffic,2019-07-18,GOOGL,2019,18,7,Negative,-0.2263,Negative,0.9995390176773071
370,update keybanc google facebook twitter see advertiser gaining greater appreciation quality impression reach frequency available driving strong demand quality video ad inventory,569199.0,"UPDATE: KeyBanc On Google, Facebook, Twitter Sees 'advertisers gaining greater appreciation for the quality of impression, reach, frequency that is available, which is driving strong demand for quality video ad inventory'",2019-07-17,GOOGL,2019,17,7,Positive,0.9081,Positive,1.0
371,keybanc preview google facebook twitter q2 earnings continues see strong growth volume quality available video ad inventory across major platform,569200.0,"KeyBanc Previews Google, Facebook, Twitter Q2 Earnings, Continues 'to see strong growth in the volume and quality of available video ad inventory across the major platforms'",2019-07-17,GOOGL,2019,17,7,Positive,0.7096,Positive,1.0
372,almost time leveraged medium etf,569201.0,It's Almost Time For These Leveraged Media ETFs,2019-07-17,GOOGL,2019,17,7,Neutral,0.0,Neutral,0.9997511506080627
373,stock war gm v ford v tesla v toyota,569202.0,Stock Wars: GM Vs. Ford Vs. Tesla Vs. Toyota,2019-07-17,GOOGL,2019,17,7,Negative,-0.5994,Neutral,0.9999681711196899
374,google banned major chinese app developer cootek play store ad platform,569203.0,Google Banned Major Chinese App Developer CooTek from Play Store and Ad Platforms,2019-07-17,GOOGL,2019,17,7,Negative,-0.1531,Negative,0.8991275429725647
375,trump say would recommend u attorney general various agency take look google involvement china see truth allegation,569204.0,Trump Says He Would Recommend That US Attorney General And Various Agencies Take A Look At Google's Involvement In China To See If There Is Truth To Allegations,2019-07-16,GOOGL,2019,16,7,Positive,0.5859,Neutral,0.9806830883026123
376,thiel belief google investigated treason accuses google working chinese government foxandfriends great brilliant guy know subject better anyone trump administration take look,569205.0,"'...Thiel believes Google should be investigated for treason. He accuses Google of working with the Chinese Government."" @foxandfriends  A great and brilliant guy who knows this subject better than anyone! The Trump Administration will take a look!'",2019-07-16,GOOGL,2019,16,7,Positive,0.7579,Neutral,0.9940831065177917
377,google accused ripping digital ad technology u lawsuit yahoo finance,569206.0,'Google accused of ripping off digital ad technology in U.S. lawsuit' -Yahoo Finance,2019-07-15,GOOGL,2019,15,7,Negative,-0.4767,Negative,0.9919191002845764
378,source trump administration taking aim google 2020 election approach belief goog discriminating conservative search official talk possible major crackdown tech giant believe tweet charles gasparino,569207.0,"'SOURCES: Trump Administration taking aim @Google as 2020 election approaches, believes $GOOG discriminating against conservatives in search. officials talk about a possible major crackdown on the tech giant they believe...' -Tweets Charles Gasparino",2019-07-15,GOOGL,2019,15,7,Neutral,0.0,Neutral,0.9993952512741089
379,big tech could face big threat following social medium summit,569208.0,Why Big Tech Could Face Big Threat Following Social Media Summit,2019-07-12,GOOGL,2019,12,7,Negative,-0.5267,Negative,0.9998171925544739
380,munster talk growth outlook amazon google,569209.0,"Munster Talks Growth Outlook For Amazon, Google",2019-07-12,GOOGL,2019,12,7,Positive,0.5106,Neutral,0.972211480140686
381,4 apps help save payment,569210.0,4 Apps To Help You Save For A Down Payment,2019-07-11,GOOGL,2019,11,7,Positive,0.7096,Positive,0.9997850060462952
382,tech stock watch closely,569211.0,Tech Stocks To Watch Closely,2019-07-11,GOOGL,2019,11,7,Neutral,0.0,Positive,0.8449074625968933
383,facebook share unaffected following uk sun article google secretly building new facebook rival called shoelace thats like tinder making friend,569212.0,Facebook Shares Unaffected Following UK Sun Article 'Google secretly building NEW Facebook rival called Shoelace that's like 'Tinder for making friends'',2019-07-11,GOOGL,2019,11,7,Positive,0.7845,Neutral,0.9916240572929382
384,breaking 3 year intriguing cybersecurity stock,569213.0,Breaking Down 3 Of The Year's Most Intriguing Cybersecurity Stocks,2019-07-11,GOOGL,2019,11,7,Neutral,0.0,Positive,0.9998751878738403
385,hitting 3000 first time market mull delta result powell,569214.0,"After Hitting 3000 For First Time, Market Mulls Delta Results, More Powell",2019-07-11,GOOGL,2019,11,7,Neutral,0.0,Neutral,0.9059278964996338
386,irs allegedly hope make tech giant release user crypto activity coin telegraph,569215.0,'IRS Allegedly Hopes to Make Tech Giants Release User Crypto Activity' -Coin Telegraph,2019-07-09,GOOGL,2019,9,7,Positive,0.4404,Neutral,0.8452095985412598
387,know google acquisition elastifile,569216.0,What To Know About Google's Acquisition Of Elastifile,2019-07-09,GOOGL,2019,9,7,Neutral,0.0,Neutral,0.9986024498939514
388,google acquire elastifile google cloud blog post,569217.0,'Google to acquire Elastifile' -Google Cloud Blog Post,2019-07-09,GOOGL,2019,9,7,Neutral,0.0,Neutral,0.9998706579208374
389,defensive name could help growth sector etf,569218.0,Defensive Names Could Help This Growth Sector ETF,2019-07-08,GOOGL,2019,8,7,Positive,0.6597,Positive,0.9999996423721313
390,retailer eager lodge antitrust complaint amazon google bloomberg,569219.0,'Retailers Eager to Lodge Antitrust Complaints Against Amazon and Google' -Bloomberg,2019-07-01,GOOGL,2019,1,7,Positive,0.25,Neutral,0.9339128732681274
391,google share unaffected following post co keyword blog breaking ground nevada,569220.0,Google Shares Unaffected As Following Post From Co.'s 'The Keyword' Blog: 'Breaking ground in Nevada',2019-07-01,GOOGL,2019,1,7,Positive,0.296,Neutral,0.6227229237556458
392,google map launching live traffic delay bus place realtime information direct local transit agency available,569221.0,Google Maps Launching Live Traffic Delays For Buses In Places Where Real-Time Information Direct From Local Transit Agencies Is Not Available,2019-06-27,GOOGL,2019,27,6,Negative,-0.3182,Neutral,0.9999915361404419
393,alphabet cybersecurity firm chronicle become part google cloud,569222.0,"Alphabet's Cybersecurity Firm, Chronicle, Will Become Part Of Google Cloud",2019-06-27,GOOGL,2019,27,6,Neutral,0.0,Neutral,0.9995942711830139
394,trump social medium company trying rig election,569223.0,Trump: Social Media Companies 'Trying To Rig The Election',2019-06-26,GOOGL,2019,26,6,Negative,-0.128,Neutral,0.9989467263221741
395,white house hosting social medium summit trump continues assail tech company cnbc,569224.0,'The White House is hosting a social media summit as Trump continues to assail tech companies' -CNBC,2019-06-26,GOOGL,2019,26,6,Neutral,0.0,Neutral,0.9999886751174927
396,white house hold social medium summit thurs jul 11 2019,569225.0,"White House To Hold Social Media Summit On Thurs., Jul. 11, 2019",2019-06-26,GOOGL,2019,26,6,Neutral,0.0,Neutral,0.9999651908874512
397,trade wind fed still focus strong micron result might help semiconductor,569226.0,"Trade Winds, Fed Still In Focus, But Strong Micron Results Might Help Semiconductors",2019-06-26,GOOGL,2019,26,6,Positive,0.7184,Positive,0.9999977350234985
398,trump say google totally biased say tech company sued,569227.0,"Trump Says Google Is 'Totally Biased', Says Tech Companies Should Be Sued",2019-06-26,GOOGL,2019,26,6,Negative,-0.3384,Neutral,0.9734367728233337
399,trump say suing google facebook perhaps,569228.0,"Trump Says We Should Be Suing Google And Facebook, Perhaps We Will",2019-06-26,GOOGL,2019,26,6,Negative,-0.2732,Neutral,0.8468033671379089
400,needhams check suggest angi homeservices face growing competition google,569229.0,Needham's Checks Suggest Angi Homeservices Faces Growing Competition From Google,2019-06-25,GOOGL,2019,25,6,Positive,0.1779,Negative,0.9716482758522034
401,update youtube deletes video exposing google plan interfere 2020 election dan bongino show,569230.0,'UPDATE: Youtube DELETES Video Exposing Google Plan to Interfere in 2020 Election' -The Dan Bongino Show,2019-06-25,GOOGL,2019,25,6,Negative,-0.2732,Neutral,0.9999947547912598
402,fast money trader talk gold defensive stock,569231.0,"'Fast Money' Traders Talk Gold, Defensive Stocks And More",2019-06-25,GOOGL,2019,25,6,Positive,0.0258,Neutral,0.9963932633399963
403,google invest added 11b dutch data center,569232.0,Google Will Invest An Added $1.1B In Dutch Data Centers,2019-06-24,GOOGL,2019,24,6,Neutral,0.0,Neutral,0.9999895095825195
404,google invest added 1b dutch data center build new data center middenmeer netherlands,569233.0,"Google Will Invest Added €1B In Dutch Data Centers; Will Build New Data Center In Middenmeer, Netherlands",2019-06-24,GOOGL,2019,24,6,Neutral,0.0,Neutral,0.9999927282333374
405,hearing moffett nathanson saying alphabet q1 earnings may show core search growth slowed google business could longer prop result unconfirmed,569234.0,Hearing Moffett Nathanson Out Saying Alphabet Q1 Earnings May Show Core Search Growth Has Slowed Such That Other Google Businesses  Could No Longer Prop Up Results; Unconfirmed,2019-06-24,GOOGL,2019,24,6,Positive,0.2732,Negative,0.9997684359550476
406,hearing cleveland research negative check alphabet check show search business trending weak major customer appear increasingly reluctant add spend unconfirmed,569235.0,"Hearing Cleveland Research Out With Negative Checks On Alphabet, Checks Show Search Business Trending Weak As Major Customers Appear Increasingly Reluctant To Add Spend; Unconfirmed",2019-06-24,GOOGL,2019,24,6,Negative,-0.8442,Negative,0.9999995231628418
407,senate democrat ask ftc justice department status possible antitrust probe apple amazoncom facebook alphabet,569236.0,"Senate Democrats Ask FTC, Justice Department About Status Of Possible Anti-Trust Probes Into Apple, Amazon.Com, Facebook And Alphabet",2019-06-21,GOOGL,2019,21,6,Positive,0.5267,Neutral,0.9999473094940186
408,low volatility etf alright,569237.0,"The Other Low Volatility ETF Is Doing Alright, Too",2019-06-21,GOOGL,2019,21,6,Negative,-0.0258,Neutral,0.9944877028465271
409,kevin oleary ecommerce internet etf thriving volatile market,569238.0,Kevin O'Leary On How His E-Commerce And Internet ETF Is Thriving In A Volatile Market,2019-06-21,GOOGL,2019,21,6,Neutral,0.0,Neutral,0.9652785062789917
410,google giving competing apple ipad end tablet business cancel two unreleased device business insider,569239.0,'Google is giving up on competing with Apple's iPad as it ends its tablet business and cancels two unreleased devices' -Business Insider,2019-06-20,GOOGL,2019,20,6,Positive,0.1027,Neutral,0.6397224068641663
411,ceo think big tech enables data breach,569240.0,This CEO Thinks Big Tech Enables Data Breaches,2019-06-20,GOOGL,2019,20,6,Neutral,0.0,Positive,0.9999878406524658
412,share several technology company trading higher amid renewed hope federal reserve rate cut year sympathy oracle reporting strong q4 earnings,569241.0,Shares of several technology companies are trading higher amid renewed hopes of a Federal Reserve rate cut this year and in sympathy with Oracle reporting strong Q4 earnings.,2019-06-20,GOOGL,2019,20,6,Positive,0.8316,Positive,1.0
